movie_title,tomatoUserRating,tomatoRating,tomatoReviews,tomatoFresh,tomatoRotten,tomatoUserMeter,tomatoUserReviews,imdbVotes,Metascore
Memoirs of a Geisha,3.7,5.4,158,56,102,83,464567,120617,54
The Fast and the Furious Tokyo Drift,3.5,4.8,113,42,71,70,534833,182119,46
Arthur Christmas,3.9,7.2,157,144,13,76,39869,35798,69
Meet Joe Black,3.4,5.6,37,19,18,81,239941,171614,43
Collateral Damage,2.8,4,142,27,115,27,79750,61830,33
All That Jazz,3.9,7.5,34,29,5,86,11516,19591,N/A
Mirror Mirror,3.1,5.6,174,86,88,45,145978,71656,46
Scott Pilgrim vs. the World,4,7.5,247,201,46,83,139257,279592,69
The Core,2.7,5.2,155,63,92,34,100499,77928,48
Nutty Professor II The Klumps,2.6,4.4,85,22,63,33,231544,39829,38
ScoobyDoo,,,,,,,,,
Dredd,3.7,6.5,150,117,33,72,152431,206098,59
Click,3.4,4.7,167,54,113,66,874021,249518,45
Creepshow,3.3,6.2,29,20,9,68,39371,30807,N/A
Cats  Dogs The Revenge of Kitty Galore,2.9,3.6,96,13,83,38,70088,10396,30
Jumper,3.1,4,164,26,138,44,320986,246145,35
Hellboy II The Golden Army,3.5,7.2,241,206,35,71,821559,211057,78
Zodiac,3.5,7.7,234,209,25,77,491740,310676,78
The 6th Day,2.7,5.2,116,47,69,32,125703,100945,49
Bruce Almighty,3.3,5.7,184,89,95,57,33023586,301455,46
The Expendables,3.6,5.2,198,82,116,64,296873,272846,45
Mission Impossible,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
The Hunger Games,4.1,7.2,281,237,44,81,900620,712375,68
The Hangover Part II,3.4,4.9,233,78,155,52,195600,381815,44
Batman Returns,3.3,6.7,71,57,14,73,639452,218341,68
Over the Hedge,3.6,6.8,168,126,42,71,543152,128975,67
Lilo  Stitch,3.3,7.3,145,124,21,77,466016,119933,73
Charlottes Web,,,,,,,,,
Deep Impact,2.9,5.8,52,25,27,43,340414,136459,40
RED 2,3.6,5.4,141,60,81,63,92988,127573,47
The Longest Yard,3.3,4.8,164,51,113,61,32774002,132242,48
Alvin and the Chipmunks Chipwrecked,3.3,3.5,78,9,69,52,66438,23293,24
Grown Ups 2,3.3,2.7,108,8,100,53,180384,109626,19
Get Smart,3.6,5.5,214,109,105,67,450753,169223,54
Somethings Gotta Give,,,,,,,,,
Shutter Island,3.3,6.6,241,165,76,76,2371949,805512,63
Four Christmases,3.2,4.3,141,35,106,47,254302,49056,41
Robots,3.1,6.5,177,113,64,53,240572,105007,64
FaceOff,N/A,N/A,N/A,N/A,N/A,N/A,N/A,20,N/A
Bedtime Stories,3.4,4.4,107,27,80,55,216174,73163,33
Road to Perdition,3.6,7.5,211,171,40,86,187975,203272,72
Just Go with It,3.5,3.7,136,25,111,59,87962,174924,33
Daredevil,N/A,N/A,N/A,N/A,N/A,N/A,N/A,227048,N/A
Con Air,3.4,5.7,63,34,29,75,416682,227083,52
Eagle Eye,3.6,4.6,178,47,131,62,307124,152566,43
Cold Mountain,3.3,6.7,223,158,65,77,209533,119090,73
The Book of Eli,3.4,5.5,192,92,100,64,350050,230105,53
Flubber,2.8,3.8,31,7,24,33,623401,64477,37
The Haunting,2.7,3.7,90,15,75,28,127989,59639,N/A
Space Jam,3,5.1,50,18,32,63,654618,113838,N/A
The Pink Panther,3,4.1,139,31,108,51,516510,66567,38
The Day the Earth Stood Still,2.8,4.1,191,40,151,27,303321,141292,40
Conspiracy Theory,3.2,6.2,42,22,20,64,158600,76953,49
Fury,4,6.9,228,175,53,84,105976,312949,64
Six Days Seven Nights,2.7,5.4,39,14,25,36,126696,61476,51
Yogi Bear,2.8,3.6,101,13,88,34,56058,16536,35
Spirit Stallion of the Cimarron,3.3,6.4,126,87,39,76,59325,44781,52
Zookeeper,3,3.4,127,18,109,41,44472,45260,30
Lost in Space,2.5,4.7,84,23,61,24,173643,58963,42
The Manchurian Candidate,3.2,7.1,201,162,39,62,67948,87508,76
Dj Vu,,,,,,,,,
Hotel Transylvania 2,3.7,5.3,98,53,45,64,88849,61429,44
Bewitched,2.5,4.6,185,46,139,28,215265,59319,34
Fantasia 2000,3.4,7.1,82,67,15,75,62264,28040,59
The Time Machine,2.7,4.8,150,43,107,37,171560,104591,42
Mighty Joe Young,2.8,5.9,46,24,22,40,195355,23232,N/A
Swordfish,3.1,4.3,136,35,101,60,244351,156976,32
The Legend of Zorro,3.2,4.8,135,35,100,48,454937,72951,47
What Dreams May Come,3.6,5.6,69,37,32,85,167104,84730,44
Little Nicky,3,3.9,115,25,90,56,460013,81742,38
The Brothers Grimm,2.9,5.2,179,68,111,39,373689,99566,51
Mars Attacks,2.8,5.9,63,33,30,53,435926,174970,52
Evolution,2.9,4.9,135,57,78,48,258771,103091,40
The Edge,3.2,6.4,47,28,19,70,43079,56772,N/A
Surrogates,3.1,5.4,111,43,68,38,294934,152641,45
Thirteen Days,3.5,7.2,119,99,20,80,29886,45719,67
Daylight,2.8,4.9,39,10,29,37,53464,53412,N/A
Walking with Dinosaurs 3D,3,4.4,71,17,54,41,26082,9047,37
Battlefield Earth,1.6,2.3,148,4,144,11,54023,65957,9
Looney Tunes Back in Action,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Nine,2.9,5.1,197,74,123,37,109370,37595,49
Timeline,2.9,3.7,140,16,124,45,56694,53510,28
The Postman,2.8,3.8,32,3,29,49,55433,57149,29
Babe Pig in the City,2.8,6.2,61,38,23,40,63873,25254,N/A
The Last Witch Hunter,3.1,3.8,123,20,103,44,37017,63639,34
Red Planet,2.6,3.8,101,14,87,28,48261,48035,34
Arthur and the Invisibles,3.2,4.4,90,19,71,57,134346,26152,39
Oceans,2.9,7.4,75,61,14,74,98503,7706,75
A Sound of Thunder,2.4,2.8,98,6,92,18,43513,16567,24
Pompeii,2.9,4.4,147,40,107,34,46330,86281,39
Top Cat Begins,2,3.2,5,1,4,16,78,255,N/A
A Beautiful Mind,3.9,7.2,204,154,50,93,489503,625574,72
The Lion King,4,8.3,119,109,10,93,1267081,662005,83
Journey 2 The Mysterious Island,3.6,4.9,126,54,72,59,212159,68638,41
Cloudy with a Chance of Meatballs 2,3.7,6.4,118,83,35,66,123549,65800,59
Red Dragon,3.4,6.4,185,127,58,74,274944,204843,60
Hidalgo,3.2,5.6,161,75,86,64,130291,68228,54
Jack and Jill,2.6,2.6,106,3,103,37,68201,60964,23
2 Fast 2 Furious,3.1,4.8,159,57,102,50,32790821,194148,38
The Little Prince,4.1,7.3,85,79,6,84,13219,33505,69
The Invasion,3,4.3,162,31,131,40,235953,65622,45
The Adventures of Rocky  Bullwinkle,2.2,4.8,96,41,55,20,51872,16804,36
The Secret Life of Pets,3.6,6.2,182,136,46,64,72215,61174,61
The League of Extraordinary Gentlemen,3,4,178,31,147,44,422240,143270,30
Despicable Me 2,4.2,6.6,173,127,46,85,368716,292517,62
Independence Day,3.5,6.4,62,38,24,75,976294,438352,59
The Lost World Jurassic Park,3.2,5.6,68,35,33,51,650105,284249,59
Madagascar,3.4,6.1,185,102,83,66,988378,272605,57
Children of Men,3.7,8,238,218,20,85,528594,366102,84
XMen,,,,,,,,,
Wanted,3.6,6.6,200,143,57,69,1545451,302804,64
The Rock,3.6,6.6,64,42,22,86,304531,261979,58
Ice Age The Meltdown,3.6,6.1,143,82,61,71,853892,198140,58
50 First Dates,3.4,5.4,174,77,97,65,32699619,269804,48
Hairspray,3.9,7.8,215,196,19,84,762899,99699,81
Exorcist The Beginning,2.8,3.5,129,14,115,27,80389,28965,30
Inspector Gadget,2.3,4,62,13,49,18,275474,36923,36
Now You See Me,3.7,5.7,152,75,77,70,177770,467657,50
Grown Ups,3.5,3.3,163,16,147,62,270104,183563,30
The Terminal,3.4,6.2,201,122,79,73,407160,309316,55
Constantine,3.5,5.5,218,101,117,72,467361,239134,50
Hotel for Dogs,3.3,5.3,117,53,64,55,165451,16603,51
Vertical Limit,2.8,5.2,109,52,57,41,59741,49898,48
Charlie Wilsons War,,,,,,,,,
Shark Tale,3.2,5.2,178,63,115,49,682207,134394,48
Dreamgirls,3.4,7.2,201,157,44,71,387814,56849,76
Life,3.2,5.7,54,27,27,77,50175,34630,63
Be Cool,2.8,4.6,169,50,119,42,212480,59686,37
Munich,3.6,7.5,202,157,45,83,329536,178837,74
Tears of the Sun,3.4,4.9,150,50,100,69,119402,94964,48
Killers,3.1,3.3,104,11,93,41,139375,73777,21
The Man from U.N.C.L.E.,3.7,6.2,234,156,78,73,46479,183811,56
Spanglish,3,5.9,166,87,79,60,200714,66343,48
Monster House,3.2,6.8,158,117,41,63,198954,72927,68
Bandits,3.1,6.1,140,90,50,58,58685,57522,60
First Knight,3,5.2,43,20,23,55,165949,55976,N/A
Anna and the King,3.2,5.8,99,50,49,64,75106,31278,56
Immortals,3.2,5,114,40,74,48,68065,139403,46
Hostage,3.3,5,155,55,100,62,212269,94463,44
Titan A.E.,3.2,5.7,99,51,48,60,69159,52709,48
Hollywood Homicide,2.6,4.7,159,47,112,27,49570,31458,47
Soldier,2.8,3.5,51,5,46,43,44156,44528,N/A
Carriers,3,5.7,33,21,12,39,93769,35912,N/A
Monkeybone,2.3,3.9,112,22,90,27,47240,14446,40
Flight of the Phoenix,3,4.8,116,35,81,40,59089,46154,47
Unbreakable,3.4,6.2,161,109,52,77,288101,247589,62
Minions,3.3,5.8,196,110,86,49,135537,148487,56
Sucker Punch,3,4.1,205,48,157,47,95976,200124,33
Snake Eyes,2.8,5.2,65,26,39,35,62058,64825,52
Sphere,2.7,4,50,6,44,38,58327,82893,35
The Angry Birds Movie,3.2,5,140,60,80,48,26966,39952,43
Fools Gold,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Funny People,3.1,6.4,228,155,73,48,844830,101564,60
The Kingdom,3.6,5.8,182,92,90,76,430075,102077,56
Talladega Nights The Ballad of Ricky Bobby,3.4,6.5,182,131,51,73,553756,132917,66
Dr. Dolittle 2,2.8,5,106,44,62,26,436758,34276,49
Braveheart,3.8,7.2,65,51,14,85,32707204,746574,68
Jarhead,3.3,6.3,196,120,76,68,392370,145376,58
The Simpsons Movie,3.7,7.5,220,194,26,77,1822199,261403,80
The Majestic,3.1,4.9,140,59,81,60,57957,45507,27
Driven,2.5,3.6,110,15,95,33,43134,34624,29
Two Brothers,3.5,6.7,114,89,25,75,32297,11948,63
The Village,3,5.4,207,90,117,57,453366,196337,44
Doctor Dolittle,2.8,5.3,51,22,29,34,873582,75240,46
Signs,3.2,6.8,228,168,60,67,919956,275151,59
Shrek 2,3.5,7.7,233,206,27,69,34231344,320721,75
Cars,3.7,6.9,196,145,51,79,876065,268430,73
Runaway Bride,3,5.3,85,39,46,53,437819,75448,39
xXx,3.2,5.6,178,86,92,59,463636,143643,48
The SpongeBob Movie Sponge Out of Water,3.3,6.5,100,80,20,54,51209,35174,62
Ransom,3.1,6.6,69,52,17,62,119696,99835,60
Inglourious Basterds,3.9,7.8,306,271,35,87,771900,900274,69
Hook,3.3,4.4,40,12,28,76,730080,184858,52
Hercules,3.3,7,52,43,9,75,387897,146412,N/A
Die Hard 2,3.5,6.1,61,42,19,70,414055,272567,67
S.W.A.T.,3.1,5.4,165,79,86,52,273302,120760,45
Sleepy Hollow,3.5,6.3,126,85,41,80,606064,271718,65
Vanilla Sky,3,5.3,166,69,97,72,297431,209395,45
Lady in the Water,2.9,4.2,211,51,160,49,419304,79584,36
AVP Alien vs. Predator,3,4,141,29,112,39,429633,145248,29
Alvin and the Chipmunks The Squeakquel,3.3,3.9,82,17,65,49,368464,32221,41
We Were Soldiers,3.6,6.4,144,91,53,84,202816,105147,65
Olympus Has Fallen,3.7,5.3,183,87,96,67,147984,206848,41
Star Trek Insurrection,3.1,5.8,67,37,30,45,62470,57524,64
Battle Los Angeles,3.1,4.8,199,69,130,48,93368,155934,37
Big Fish,3.7,7.2,214,164,50,89,497293,351998,58
Wolf,2.8,5.9,50,30,20,42,44326,43925,N/A
War Horse,3.8,7,217,165,52,74,69109,117813,72
The Monuments Men,3.1,5.2,228,69,159,44,72686,103977,52
The Abyss,3.5,7.2,44,39,5,83,109334,133406,62
Wall Street Money Never Sleeps,3.1,5.9,221,121,100,44,110603,85045,59
Dracula Untold,3.5,4.4,114,25,89,58,48930,141914,40
The Siege,3.1,5.8,61,27,34,53,53601,58482,53
Stardust,3.9,6.7,186,141,45,86,467615,214683,66
Seven Years in Tibet,3.4,6.2,33,20,13,74,59743,97932,55
The Dilemma,2.8,4.3,159,38,121,29,56393,44257,46
Bad Company,2.8,3.9,135,14,121,35,56622,39960,37
Doom,2.7,3.9,130,25,105,34,333216,88932,34
I Spy,3,4.9,7,4,3,54,551,41966,35
Underworld Awakening,3.6,4.3,71,19,52,62,98086,119222,39
Rock of Ages,3.4,5,218,89,129,56,209373,62703,47
Harts War,,,,,,,,,
Killer Elite,3.1,4.7,122,31,91,42,32276,107112,44
Rollerball,2.1,2.5,117,4,113,14,36798,22345,14
Ballistic Ecks vs. Sever,2.2,2.6,116,0,116,17,23038,16843,19
Hard Rain,2.7,4.4,42,12,30,33,37423,27094,36
Osmosis Jones,2.8,5.5,108,59,49,41,62473,25843,57
Legends of Oz Dorothys Return,,,,,,,,,
Blackhat,2.5,4.8,169,57,112,24,19808,40507,51
Sky Captain and the World of Tomorrow,2.8,6.8,208,149,59,46,118926,73501,64
Basic Instinct 2,2.5,3.1,150,10,140,26,88999,31506,26
Escape Plan,3.4,5.3,104,51,53,55,58229,179656,49
The Legend of Hercules,2.6,2.3,73,2,71,33,40961,45454,22
The Sum of All Fears,3,6,171,101,70,49,89261,87525,45
The Twilight Saga Eclipse,3.6,5.5,234,114,120,60,333550,187323,58
The Score,3.3,6.5,128,94,34,67,59834,102819,71
Despicable Me,4,6.8,192,155,37,82,265897,393155,72
Money Train,2.7,4.3,32,7,25,29,50111,32559,N/A
Ted 2,3.3,5.3,186,86,100,51,64447,124287,48
Agora,3.5,5.7,89,47,42,65,21794,53612,55
Mystery Men,2.9,5.7,103,62,41,57,133004,54563,65
Hall Pass,3,4.6,172,58,114,41,57953,104503,45
The Insider,3.8,8.1,132,127,5,90,58470,135189,84
The Finest Hours,3.6,6.1,166,105,61,67,21296,34591,58
Body of Lies,3.5,5.8,202,110,92,62,129592,176402,57
Dinner for Schmucks,3,5.3,185,78,107,42,119271,81281,56
Abraham Lincoln Vampire Hunter,N/A,N/A,N/A,N/A,N/A,N/A,N/A,66,N/A
Entrapment,3,5.2,81,31,50,50,204623,89468,54
Last Man Standing,3.1,5.1,30,11,19,52,49923,44853,N/A
The X Files,3.3,6.1,69,44,25,72,66318,86715,60
The Last Legion,2.9,4.1,55,9,46,34,94745,29658,37
Saving Private Ryan,4,8.6,130,120,10,95,990220,897416,90
Need for Speed,3.4,4.3,158,36,122,57,59139,138795,39
What Women Want,3.1,5.7,121,65,56,53,628787,161315,47
Ice Age,3.6,6.8,165,127,38,82,1133873,332684,60
Dreamcatcher,2.8,4.7,168,50,118,36,132124,76247,35
Lincoln,4,8,255,229,26,80,244766,199587,86
The Matrix,3.6,7.6,142,124,18,85,33321654,1244275,73
Apollo 13,3.6,8.2,85,81,4,86,431732,212508,77
Total Recall,3.3,7.3,67,55,12,78,243518,242657,57
The Santa Clause 2,2.9,5.6,113,62,51,42,202226,35102,48
Les Misrables,,,,,,,,,
Youve Got Mail,,,,,,,,,
Step Brothers,3.6,5.5,180,99,81,69,364553,215373,51
The Mask of Zorro,3.3,7.1,69,57,12,72,374780,137394,63
Due Date,3.3,5.2,186,75,111,52,125046,275805,51
Unbroken,3.7,6,206,106,100,70,52793,106866,59
Space Cowboys,3,6.7,119,93,26,52,72694,60835,73
Cliffhanger,2.8,6.2,49,34,15,52,182684,97585,60
Broken Arrow,2.9,5.8,30,16,14,44,193284,78296,61
The Kid,4.3,8.6,24,24,0,96,15081,69888,N/A
World Trade Center,3.4,6.7,225,153,72,60,363396,67985,66
Mona Lisa Smile,3.1,4.9,150,52,98,60,207949,62094,45
The Dictator,3.1,5.9,212,121,91,44,166869,218010,58
Eyes Wide Shut,3,7.5,146,108,38,73,191253,228538,68
Annie,3.1,5.2,25,13,12,69,365541,30982,39
Focus,3.3,5.8,198,111,87,53,45621,155809,56
This Means War,3.4,4.3,170,44,126,57,89338,149647,31
Blade Trinity,N/A,N/A,N/A,N/A,N/A,N/A,N/A,27,N/A
Red Dawn,3.3,3.9,133,17,116,51,66438,63218,31
Primary Colors,3.1,7.2,75,60,15,64,19842,24163,70
Resident Evil Retribution,3.3,4.4,65,20,45,52,241364,N/A,N/A
Death Race,3.5,4.8,150,64,86,61,207354,168610,43
The Long Kiss Goodnight,3.3,6,52,35,17,70,62002,61267,44
Proof of Life,2.9,5.3,115,46,69,43,47083,49705,45
Zathura A Space Adventure,3,6.5,158,119,39,51,280755,69070,67
Fight Club,4.2,7.3,162,128,34,96,1089181,1373233,66
We Are Marshall,3.6,5.8,124,61,63,79,202622,47642,53
The Missing,3.1,6.1,172,100,72,50,49791,27883,55
Hudson Hawk,2.9,3.7,34,9,25,56,44086,43744,17
Lucky Numbers,2.5,4,96,21,75,18,9762,8620,31
I Frankenstein,2.8,3.1,89,3,86,38,58167,66800,30
Oliver Twist,N/A,N/A,N/A,N/A,N/A,N/A,64,25821,65
Elektra,2.6,3.8,163,16,147,29,256973,71777,34
Sin City A Dame to Kill For,3.3,5.4,169,72,97,44,143574,115104,46
Random Hearts,2.6,4,87,13,74,24,9791,17152,38
Everest,3.6,6.7,204,148,56,68,46665,142734,64
Perfume The Story of a Murderer,3.4,6.2,123,71,52,74,266169,193149,56
Austin Powers in Goldmember,3,5.8,183,99,84,44,32934791,164930,62
Astro Boy,3.3,5.6,132,65,67,50,148313,26202,53
Jurassic Park,3.6,8.3,117,109,8,91,1067084,627863,68
Wyatt Earp,3.3,5.3,26,11,15,62,50034,35866,47
Clear and Present Danger,3.4,6.9,39,32,7,74,61403,70797,74
Dragon Blade,2.9,4.4,40,14,26,40,2949,12333,41
Littleman,3.1,3.2,90,11,79,55,419335,40095,26
U571,,,,,,,,,
The American President,3.3,6.9,52,47,5,77,54817,43582,67
The Love Guru,N/A,N/A,N/A,N/A,N/A,N/A,N/A,43512,24
3000 Miles to Graceland,2.9,3.5,96,13,83,46,73029,38332,21
The Hateful Eight,3.8,7.3,273,205,68,76,69392,296826,68
Blades of Glory,3.4,6.2,183,127,56,68,1402724,131583,64
Hop,3.4,4.4,134,34,100,53,107180,24389,41
300,4.1,6.1,227,136,91,89,1433482,617439,52
Meet the Fockers,3.5,5.2,158,61,97,58,33181613,212060,41
Marley  Me,3.8,6,137,86,51,75,264497,118744,53
The Green Mile,4.1,6.8,132,105,27,94,811690,806210,61
Wild Hogs,3.3,3.8,140,20,120,61,395532,100699,27
Chicken Little,3.1,5.5,159,58,101,47,470091,65181,48
Gone Girl,4.1,8,300,264,36,87,125326,590196,79
The Bourne Identity,3.9,7,185,154,31,93,964203,418339,68
GoldenEye,3.4,7,72,56,16,83,284893,200461,65
The Generals Daughter,,,,,,,,,
The Truman Show,3.5,8.4,125,118,7,88,581311,685222,90
The Prince of Egypt,3.2,7,85,67,18,76,199731,92634,64
Daddy Day Care,3.2,4.5,128,35,93,48,472327,50146,39
2 Guns,3.6,6,174,111,63,66,109117,159060,55
Cats  Dogs,2.8,5.5,115,62,53,32,444277,46660,47
The Italian Job,3.5,6.4,179,130,49,80,567010,288711,68
Two Weeks Notice,3,5.3,121,51,70,59,273726,87047,42
Antz,3,7.7,90,86,4,51,651216,126137,72
Couples Retreat,3.1,3.6,158,17,141,39,293510,84195,23
Days of Thunder,3,4.8,59,23,36,60,132122,61496,60
Cheaper by the Dozen 2,3.2,3.6,93,6,87,57,568126,43248,34
The Scorch Trials,3.4,5.4,128,62,66,54,61262,145356,43
Eat Pray Love,3,5.1,193,69,124,42,100148,64385,50
The Family Man,3.1,5.5,128,68,60,67,194384,86992,42
RED,3.7,6.3,197,139,58,72,135473,242100,60
Any Given Sunday,3.3,5.5,120,61,59,74,138606,97859,52
The Horse Whisperer,3.2,7,57,42,15,72,51426,32666,65
Collateral,3.5,7.4,228,197,31,84,363028,297050,71
The Scorpion King,2.8,4.9,135,55,80,38,292847,103642,45
Ladder 49,N/A,N/A,N/A,N/A,N/A,N/A,37,49149,47
Jack Reacher,3.6,6.2,171,106,65,67,114964,229240,50
Deep Blue Sea,2.8,5.6,91,51,40,38,378862,100627,54
This Is It,4,7.1,179,145,34,82,221511,33329,67
Contagion,3.4,7,240,202,38,62,83004,182843,70
Kangaroo Jack,3.4,N/A,N/A,N/A,N/A,60,331,23716,16
Coraline,3.7,7.8,257,232,25,73,382718,148440,80
The Happening,2.6,4,173,31,142,24,369916,164852,34
Man on Fire,3.8,5.2,161,62,99,89,422816,270490,47
The Shaggy Dog,2.9,4.4,102,27,75,39,185017,14957,43
Starsky  Hutch,3,6,190,121,69,49,383485,121917,55
Jingle All the Way,2.6,4,42,7,35,37,228051,69017,N/A
Hellboy,3.2,6.8,198,160,38,65,457710,247523,72
A Civil Action,3.1,6.4,68,41,27,55,21360,23550,68
ParaNorman,3.7,7.3,168,146,22,72,82522,74644,72
The Jackal,3.1,4.3,27,4,23,52,64667,88956,36
Paycheck,2.9,4.7,154,42,112,45,164145,90496,43
Up Close  Personal,3.2,5,34,10,24,67,16479,11463,N/A
The Tale of Despereaux,3.1,5.6,107,60,47,44,163604,31456,53
Rules of Engagement,3.2,5,96,35,61,55,49390,38003,45
The Tuxedo,2.5,4.4,138,30,108,30,220539,62851,30
Under Siege 2 Dark Territory,2.6,4.5,29,10,19,39,47395,36097,N/A
Jack Ryan Shadow Recruit,3.4,5.7,164,92,72,53,64497,100714,57
Joy,3.4,6.3,225,136,89,56,45565,83495,56
London Has Fallen,3.3,3.9,168,43,125,53,34918,82848,28
Alien Resurrection,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Shooter,3.8,5.6,147,70,77,80,455915,260043,53
The Boxtrolls,3.5,7,153,115,38,63,47055,42824,61
Practical Magic,3.2,4.4,55,11,44,73,206039,56963,46
The Lego Movie,4.3,8.2,226,217,9,87,219329,251557,83
Miss Congeniality 2 Armed and Fabulous,3,4,145,22,123,43,447046,52100,34
Reign of Fire,3,5.2,154,62,92,49,131934,108828,39
Gangster Squad,3.4,5,197,62,135,57,127898,175880,40
Year One,2.5,3.9,167,25,142,23,336843,77435,34
Invictus,3.6,6.6,232,176,56,74,211586,125971,74
State of Play,3.6,6.9,205,172,33,73,123926,114452,64
Duplicity,2.9,6.3,181,117,64,37,294763,41949,69
My Favorite Martian,2.5,3.4,42,5,37,30,51750,10959,N/A
The Sentinel,3.1,5,135,45,90,40,84507,42332,49
Planet 51,2.8,4.2,107,23,84,39,356963,41462,39
Star Trek Nemesis,3.1,5.2,158,59,99,49,74621,59347,51
Intolerable Cruelty,2.9,6.8,180,135,45,48,66430,77438,71
Trouble with the Curve,3.6,5.6,196,99,97,66,45835,48539,58
Edge of Darkness,2.8,5.9,203,114,89,49,542401,76278,55
The Relic,2.7,4.3,29,9,20,34,26655,19505,55
Analyze That,2.9,4.8,149,40,109,39,190140,70149,37
Righteous Kill,3.1,4.1,141,27,114,37,90335,73968,36
Mercury Rising,3,4.2,35,6,29,41,53528,55025,N/A
The Soloist,3.4,5.9,200,111,89,56,263248,44452,61
The Legend of Bagger Vance,3.2,5.2,129,55,74,65,50930,45844,47
Almost Famous,3.7,7.9,166,147,19,92,323962,209376,90
Garfield 2,3.1,3.5,73,8,65,43,105404,28106,37
xXx State of the Union,2.8,3.8,135,22,113,32,113047,51991,37
Priest,3.1,3.9,94,14,80,46,86356,98326,41
Sinbad Legend of the Seven Seas,3.1,5.6,122,56,66,56,56227,37001,48
Event Horizon,3.2,4.4,37,9,28,61,67228,122868,35
The Avengers,4.4,8,318,292,26,91,1128810,1016311,69
Dragonfly,3.1,3.6,124,9,115,62,54437,32066,25
The Black Dahlia,2.6,4.8,186,60,126,27,97555,63762,49
Flyboys,3.4,4.9,127,42,85,67,88396,35904,47
The Last Castle,3.4,5.5,114,59,55,74,45694,57563,43
Supernova,2.4,3.2,61,6,55,16,11001,14715,19
Winters Tale,,,,,,,,,
The Mortal Instruments City of Bones,3.5,3.9,117,14,103,58,57041,108988,33
Meet Dave,3,4.1,101,20,81,35,159778,32069,43
Dark Water,2.7,5.5,152,70,82,28,154738,45544,52
Edtv,2.6,6.3,46,29,17,29,60999,35892,48
Inkheart,3.2,5.1,140,53,87,45,166568,61233,N/A
The Spirit,2.5,3.5,111,16,95,25,122621,54189,30
Mortdecai,2.6,3.4,97,12,85,29,25112,48798,27
In the Name of the King A Dungeon Siege Tale,2.5,2.5,49,2,47,22,103740,38670,15
Beyond Borders,3.5,4.3,102,14,88,72,32048,22745,32
Xi you ji zhi Sun Wukong san da Baigu Jing,,,,,,,,,
The Great Raid,3.5,5.3,120,44,76,70,16754,18422,48
Deadpool,4.3,6.9,277,233,44,90,180265,530311,65
Holy Man,2.4,3.6,50,6,44,24,39953,16473,41
American Sniper,4.1,6.8,255,183,72,85,152056,332843,72
Goosebumps,3.6,6.4,143,109,34,63,50448,52333,60
Sabrina the Teenage Witch,2.9,N/A,N/A,N/A,N/A,51,29807,4881,N/A
Just Like Heaven,3.6,5.7,149,83,66,75,541233,83603,47
The Flintstones in Viva Rock Vegas,2.3,4,72,18,54,20,44024,15679,27
Rambo III,2.9,4.6,28,10,18,45,76946,93616,36
Leatherheads,3,5.8,163,86,77,38,156687,27868,56
The Ridiculous 6,2.4,2.4,33,0,33,31,2713,28408,18
Did You Hear About the Morgans,2.5,3.4,119,14,105,27,387629,29896,27
The Internship,3.3,4.9,160,56,104,51,87082,161778,42
Resident Evil Afterlife,3.2,4.1,95,22,73,49,127789,133490,37
Red Tails,3.4,5.2,130,53,77,58,47323,29005,46
Sex and the City,3.8,5.5,174,86,88,77,463682,100308,53
The Devils Advocate,,,,,,,,,
Thats My Boy,,,,,,,,,
DragonHeart,3.2,5.6,30,15,15,60,326375,78804,N/A
After the Sunset,3.1,4.4,139,25,114,52,42418,38496,38
Ghost Rider Spirit of Vengeance,2.6,3.8,111,19,92,32,112358,89439,32
Captain Corellis Mandolin,,,,,,,,,
Anger Management,3.2,5.1,189,82,107,60,745380,172981,52
The Pacifier,3.2,3.7,129,26,103,59,388097,67607,30
Walking Tall,3.2,4.5,135,35,100,60,229626,53708,44
Forrest Gump,4.1,7.2,85,61,24,95,1241509,1279349,82
